Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2024-04-03T14:00:00Z,"GOOGL 240510P00138000",2024-04-29T14:00:00Z,Sell,1.08,0.05,6,618,6.4,-453,624,579,1,"	97,126" 
2024-04-04T14:00:00Z,"GOOGL 240510P00138000",2024-04-29T14:00:00Z,Sell,0.87,0.05,4,328,2.6,-386,332,386,1,"	98,126" 
2024-04-08T14:00:00Z,"GOOGL 240510P00136000",2024-04-29T14:00:00Z,Sell,0.98,0.09,9,801,8.1,0,832.5,396,1,"	100,124" 
2024-04-09T14:00:00Z,"META  240510P00470000",2024-05-11T04:00:00Z,Sell,9.4,0,1,940,1,-3092.5,940,3272.5,1,"	101,140" 
2024-04-10T14:00:00Z,"META  240517P00465000",2024-05-18T04:00:00Z,Sell,9.25,0,1,925,1,-2735,925,2902,1,"	102,147" 
2024-04-11T14:00:00Z,"META  240517P00470000",2024-04-22T14:00:00Z,Sell,9.8,22.05,1,-1225,2.95,-1225,110,1335,0,"	103,115" 
2024-04-12T14:00:00Z,"META  240517P00470000",2024-04-22T14:00:00Z,Sell,8.7,22.05,2,-2670,1.3,-2670,0,2670,0,"	104,115" 
2024-04-17T14:00:00Z,"GOOGL 240524P00140000",2024-04-29T14:00:00Z,Sell,1.75,0.25,2,300,7.8,-49,316,127,1,"	108,125" 
2024-04-19T20:00:00Z,"NVDA",2024-05-20T10:30:00Z,Buy,830,870,200,800000,0,-696400,2326000,1526000,1,"	112,148" 
2024-04-23T14:00:00Z,"GOOGL 240524P00140000",2024-04-29T14:00:00Z,Sell,1.41,0.25,8,928,5.2,-468,992,508,1,"	118,125" 
2024-04-23T14:00:00Z,"NVDA  240524C00870000",2024-05-20T10:30:00Z,Sell,31.85,0,2,6370,1.3,-12230,6370,12304,0,"	117,148" 
2024-04-24T14:00:00Z,"GOOGL 240531P00140000",2024-04-29T14:00:00Z,Sell,1.24,0.27,12,1164,15.6,-480,1224,588,1,"	119,123" 
2024-04-25T14:00:00Z,"GOOGL 240531P00145000",2024-05-07T14:00:00Z,Sell,1.63,0.28,6,810,7.8,-516,828,516,1,"	120,135" 
2024-04-29T14:00:00Z,"GOOGL 240531P00155000",2024-05-16T14:00:00Z,Sell,0.76,0.15,22,1342,28.6,-2915,1364,2915,1,"	127,144" 
2024-04-30T14:00:00Z,"TSLA  240531P00175000",2024-06-01T04:00:00Z,Sell,4.25,0,12,5100,7.8,-6660,5100,6840,1,"	128,162" 
2024-05-02T14:00:00Z,"TSLA  240607P00165000",2024-06-08T04:00:00Z,Sell,4.05,0,5,2025,3.25,-712.5,2025,1507.5,1,"	129,164" 
2024-05-03T14:00:00Z,"TSLA  240607P00165000",2024-06-08T04:00:00Z,Sell,3.8,0,7,2660,4.55,-1172.5,2660,2110.5,1,"	130,164" 
2024-05-06T14:00:00Z,"TSLA  240607P00165000",2024-06-08T04:00:00Z,Sell,3.3,0,26,8580,16.9,-5655,8580,7839,1,"	134,164" 
2024-05-07T14:00:00Z,"NVDA  240607P00835000",2024-05-24T14:00:00Z,Sell,26,0.72,4,10112,5.2,-3170,10128,3170,1,"	136,154" 
2024-05-08T14:00:00Z,"NVDA  240614P00825000",2024-05-24T14:00:00Z,Sell,29.75,1.19,2,5712,2.6,-1304,5723,1304,1,"	137,157" 
2024-05-09T14:00:00Z,"NVDA  240614P00820000",2024-05-24T14:00:00Z,Sell,27.85,1.14,1,2671,2,-612,2679,612,1,"	138,158" 
2024-05-14T14:00:00Z,"TSLA  240621P00156670",2024-06-22T04:00:00Z,Sell,3.3,0,2,660,1.3,0,660,252,1,"	142,174" 
2024-05-15T14:00:00Z,"TSLA  240621P00160000",2024-06-22T04:00:00Z,Sell,2.89,0,10,2890,6.5,-560,2890,1710,1,"	143,175" 
2024-05-16T14:00:00Z,"TSLA  240621P00156670",2024-06-22T04:00:00Z,Sell,2.66,0,12,3192,7.8,-768,3192,1512,1,"	145,174" 
2024-05-17T14:00:00Z,"NVDA  240621P00855000",2024-05-24T14:00:00Z,Sell,24.1,2.4,1,2170,2,-562.5,2175.5,562.5,1,"	146,153" 
2024-05-20T14:00:00Z,"NVDA  240621P00835000",2024-05-24T14:00:00Z,Sell,23.2,1.82,5,10690,6.5,0,10715,902.5,1,"	149,156" 
2024-05-21T14:00:00Z,"NVDA  240621P00860000",2024-05-24T14:00:00Z,Sell,21.95,2.59,3,5808,3.9,0,5824.5,600,1,"	150,155" 
2024-05-22T14:00:00Z,"TSLA  240628P00170000",2024-06-18T14:00:00Z,Sell,2.7,0.93,25,4425,32.5,-12125,4475,12125,1,"	151,168" 
2024-05-23T14:00:00Z,"TSLA  240628P00165000",2024-06-29T04:00:00Z,Sell,3.3,0,8,2640,5.2,-1680,2640,1824,1,"	152,183" 
2024-05-24T14:00:00Z,"TSLA  240628P00160000",2024-06-18T14:00:00Z,Sell,3.75,0.36,20,6780,26,0,6810,3320,1,"	159,169" 
2024-05-28T14:00:00Z,"META  240628P00435000",2024-06-11T14:00:00Z,Sell,2.25,0.44,10,1810,13,-2000,1830,2125,1,"	160,165" 
2024-05-29T14:00:00Z,"META  240705P00435000",2024-06-18T14:00:00Z,Sell,2.25,0.35,5,950,6.5,-2145,975,2145,1,"	161,170" 
2024-06-04T14:00:00Z,"GOOGL 240712P00160000",2024-06-24T14:00:00Z,Sell,1.01,0.18,17,1411,22.1,-238,1479,331.5,1,"	163,176" 
2024-06-14T14:00:00Z,"MSFT  240719P00395000",2024-07-03T14:00:00Z,Sell,0.6,0.12,18,864,20.7,-54,900,180,1,"	166,190" 
2024-06-17T14:00:00Z,"MSFT  240719P00400000",2024-06-28T14:00:00Z,Sell,0.71,0.22,12,588,13.8,0,666,276,1,"	167,181" 
2024-06-18T14:00:00Z,"MSFT  240719P00405000",2024-07-02T14:00:00Z,Sell,0.24,0.18,18,108,23.4,-801,162,801,1,"	171,187" 
2024-06-20T14:00:00Z,"TSLA  240726P00170000",2024-07-02T14:00:00Z,Sell,5.35,1.12,31,13113,40.3,-2325,13376.5,2325,1,"	172,186" 
2024-06-21T14:00:00Z,"TSLA  240726P00165000",2024-07-05T14:00:00Z,Sell,4.35,0.31,18,7272,39.65,0,7317,45,1,"	173,192" 
2024-06-24T14:00:00Z,"TSLA  240726P00165000",2024-07-05T14:00:00Z,Sell,3.95,0.31,25,9100,16.25,-1000,9162.5,62.5,1,"	177,192" 
2024-06-25T14:00:00Z,"AAPL  240726P00185000",2024-07-12T14:00:00Z,Sell,0.29,0.05,14,336,12.6,0,350,56,1,"	178,201" 
2024-06-26T14:00:00Z,"AAPL  240802P00185000",2024-07-09T14:00:00Z,Sell,0.53,0.16,17,629,19.55,0,697,153,1,"	179,195" 
2024-06-27T14:00:00Z,"AAPL  240802P00190000",2024-07-10T14:00:00Z,Sell,0.6,0.21,16,624,20.8,-272,688,352,1,"	180,197" 
2024-06-28T14:00:00Z,"TSLA  240802P00180000",2024-07-02T14:00:00Z,Sell,5.1,2.9,20,4400,34.45,0,4630,230,1,"	182,185" 
2024-07-01T14:00:00Z,"TSLA  240802P00180000",2024-07-02T14:00:00Z,Sell,4.7,2.9,13,2340,8.45,-520,2489.5,149.5,1,"	184,185" 
2024-07-02T14:00:00Z,"TSLA  240802P00190000",2024-07-03T14:00:00Z,Sell,4.5,2.18,40,9280,52,0,9540,260,1,"	188,189" 
2024-07-03T14:00:00Z,"AAPL  240809P00200000",2024-07-11T14:00:00Z,Sell,0.86,0.43,48,2064,90.35,-48,2208,144,1,"	191,199" 
2024-07-05T14:00:00Z,"AAPL  240809P00200000",2024-07-11T14:00:00Z,Sell,0.79,0.43,43,1548,27.95,-344,1677,129,1,"	193,199" 
2024-07-08T14:00:00Z,"AAPL  240809P00205000",2024-08-06T14:00:00Z,Sell,0.89,3.35,34,-8364,51.35,-8364,1802,10166,0,"	194,229" 
2024-07-09T14:00:00Z,"AAPL  240809P00205000",2024-08-06T14:00:00Z,Sell,0.71,3.35,11,-2904,18.85,-2904,385,3289,0,"	196,229" 
2024-07-09T14:00:00Z,"AAPL  240809P00205000",2024-08-10T04:00:00Z,Sell,0.71,0,18,1278,0,-4752,1278,5382,1,"	196,233" 
2024-07-10T14:00:00Z,"NVDA  240816P00119500",2024-07-18T14:00:00Z,Sell,2.96,7.65,43,-20167,55.9,-20167,3397,23564,0,"	198,208" 
2024-07-11T14:00:00Z,"NVDA  240816P00122000",2024-07-18T14:00:00Z,Sell,2.73,9.1,70,-44590,91,-44590,0,44590,0,"	200,207" 
2024-07-12T14:00:00Z,"NVDA  240816P00115500",2024-07-25T14:00:00Z,Sell,3.05,6.75,26,-9620,33.8,-9620,1716,11336,0,"	202,216" 
2024-07-15T14:00:00Z,"NVDA  240816P00117500",2024-07-25T14:00:00Z,Sell,3,7.75,30,-14250,39,-14250,315,14565,0,"	203,215" 
2024-07-16T14:00:00Z,"NVDA  240816P00116500",2024-08-06T14:00:00Z,Sell,2.61,19.3,17,-28373,22.1,-28373,0,28373,0,"	204,226" 
2024-07-17T14:00:00Z,"TSLA  240823P00230000",2024-08-19T10:30:00Z,Sell,7.7,0,1,770,1,-3102.5,770,3102.5,0,"	205,241" 
2024-07-19T14:00:00Z,"TSLA  240823P00225000",2024-07-25T14:00:00Z,Sell,7.75,17.3,15,-14325,19.5,-14325,1275,15600,0,"	209,214" 
2024-07-22T14:00:00Z,"TSLA  240823P00215000",2024-08-24T04:00:00Z,Sell,6.75,0,4,2700,2.6,-7360,2700,8370,1,"	210,253" 
2024-07-23T14:00:00Z,"NVDA  240823P00112000",2024-08-02T14:00:00Z,Sell,2.39,8,25,-14025,33.8,-21900,0,21900,0,"	211,223" 
2024-07-23T14:00:00Z,"NVDA  240823P00112000",2024-08-24T04:00:00Z,Sell,2.39,0,2,478,0,-2492,478,2492,1,"	211,252" 
2024-07-24T14:00:00Z,"NVDA  240830P00111000",2024-08-06T14:00:00Z,Sell,4.45,16.1,14,-16310,18.2,-16730,0,16730,0,"	212,228" 
2024-07-26T14:00:00Z,"TSLA  240830P00200000",2024-08-31T04:00:00Z,Sell,5.2,0,3,1560,1.95,-3114,1560,3985.5,1,"	217,262" 
2024-07-29T14:00:00Z,"TSLA  240830P00200000",2024-08-31T04:00:00Z,Sell,4.7,0,4,1880,2.6,-4352,1880,5314,1,"	218,262" 
2024-07-30T14:00:00Z,"TSLA  240830P00210000",2024-08-31T04:00:00Z,Sell,4.6,0,4,1840,2.6,-6980,1840,7200,1,"	219,263" 
2024-08-01T14:00:00Z,"TSLA  240906P00210000",2024-08-06T14:00:00Z,Sell,4.5,21.05,11,-18205,14.3,-18370,0,18370,0,"	221,227" 
2024-08-07T14:00:00Z,"META  240913P00450000",2024-08-15T14:00:00Z,Sell,8.5,1.77,10,6730,13,-1725,6830,1725,1,"	230,238" 
2024-08-08T14:00:00Z,"META  240913P00445000",2024-08-15T14:00:00Z,Sell,7.9,1.59,5,3155,6.5,0,3260,105,1,"	231,237" 
2024-08-09T14:00:00Z,"META  240913P00465000",2024-08-21T14:00:00Z,Sell,7,1.43,7,3899,9.1,0,3993.5,196,1,"	232,247" 
2024-08-12T14:00:00Z,"META  240913P00470000",2024-08-20T14:00:00Z,Sell,5.85,1.57,8,3424,10.4,0,3468,340,1,"	234,244" 
2024-08-13T14:00:00Z,"NVDA  240913P00100000",2024-09-14T04:00:00Z,Sell,4.55,0,28,12740,18.2,0,12740,5544,1,"	235,275" 
2024-08-14T14:00:00Z,"NVDA  240920P00105000",2024-09-21T04:00:00Z,Sell,4.5,0,31,13950,20.15,-3968,13950,15267.5,1,"	236,285" 
2024-08-15T14:00:00Z,"NVDA  240920P00107000",2024-09-03T14:00:00Z,Sell,4.35,1.4,34,10030,44.2,0,10778,5287,1,"	239,264" 
2024-08-16T14:00:00Z,"NVDA  240920P00112000",2024-09-09T14:00:00Z,Sell,4.2,12.2,30,-24000,41.6,-24000,6000,30000,0,"	240,271" 
2024-08-16T14:00:00Z,"NVDA  240920P00112000",2024-09-21T04:00:00Z,Sell,4.2,0,4,1680,0,-3200,1680,4000,1,"	240,286" 
2024-08-19T10:30:00Z,"TSLA",2024-09-19T20:00:00Z,Buy,230,230,100,0,0,-242500,139200,242500,0,"	241,282" 
2024-08-19T14:00:00Z,"NVDA  240920P00113000",2024-08-20T14:00:00Z,Sell,4.15,2.98,23,2691,29.9,0,2794.5,103.5,1,"	243,245" 
2024-08-19T14:00:00Z,"TSLA  240920C00230000",2024-09-19T20:00:00Z,Sell,8.1,0,1,810,1,-605,810,1172,0,"	242,282" 
2024-08-20T14:00:00Z,"NVDA  240920P00118000",2024-08-22T14:00:00Z,Sell,4.2,4.8,38,-2280,49.4,-4465,0,4465,0,"	246,249" 
2024-08-21T14:00:00Z,"NVDA  240927P00115000",2024-08-30T14:00:00Z,Sell,4.8,5.35,25,-1375,32.5,-3875,1500,5187.5,0,"	248,260" 
2024-08-22T14:00:00Z,"NVDA  240927P00116000",2024-09-04T14:00:00Z,Sell,4.45,11.2,19,-12825,36.4,-12825,712.5,13537.5,0,"	250,268" 
2024-08-22T14:00:00Z,"NVDA  240927P00116000",2024-09-09T14:00:00Z,Sell,4.45,14.65,18,-18360,11.7,-18360,675,19035,0,"	250,272" 
2024-08-23T14:00:00Z,"NVDA  240927P00112000",2024-08-26T14:00:00Z,Sell,5.1,3.5,2,320,2.6,0,335,15,1,"	251,254" 
2024-08-26T14:00:00Z,"NVDA  240927P00117000",2024-08-28T14:00:00Z,Sell,4.8,5,27,-540,35.1,-3375,0,3375,0,"	255,257" 
2024-08-27T14:00:00Z,"NVDA  240927P00114000",2024-09-03T14:00:00Z,Sell,4.85,3.6,6,750,7.8,-495,1050,1020,1,"	256,265" 
2024-08-28T14:00:00Z,"AMZN  241004P00155000",2024-09-16T14:00:00Z,Sell,0.93,0.17,16,1216,26.65,-656,1248,1392,1,"	258,276" 
2024-08-29T14:00:00Z,"AMZN  241004P00155000",2024-09-16T14:00:00Z,Sell,1.2,0.17,5,515,3.25,-70,525,435,1,"	259,276" 
2024-08-30T14:00:00Z,"AMZN  241004P00155000",2024-09-16T14:00:00Z,Sell,0.91,0.17,4,296,2.6,-172,304,348,1,"	261,276" 
2024-09-03T14:00:00Z,"TSLA  241004P00195000",2024-09-24T14:00:00Z,Sell,4.8,0.35,21,9345,27.3,-3990,9366,7812,1,"	266,289" 
2024-09-05T14:00:00Z,"TSLA  241011P00200000",2024-10-02T14:00:00Z,Sell,7,0.55,1,645,2,-377.5,647,537.5,1,"	269,306" 
2024-09-06T14:00:00Z,"TSLA  241011P00210000",2024-10-12T04:00:00Z,Sell,8,0,2,1600,1.3,-1400,1600,1400,1,"	270,317" 
2024-09-12T14:00:00Z,"TSLA  241018P00205000",2024-09-25T14:00:00Z,Sell,8.1,2.54,24,13344,33.8,0,13428,960,1,"	273,291" 
2024-09-13T14:00:00Z,"TSLA  241018P00210000",2024-09-20T14:00:00Z,Sell,8.85,4.6,17,7225,29.9,-127.5,7310,722.5,1,"	274,283" 
2024-09-16T14:00:00Z,"TSLA  241018P00210000",2024-09-20T14:00:00Z,Sell,8.5,4.6,12,4680,7.8,-510,4740,510,1,"	278,283" 
2024-09-16T14:00:00Z,"AMZN  241101P00170000",2024-11-02T04:00:00Z,Sell,3.15,0,25,7875,16.25,-625,7875,5212.5,1,"	277,334" 
2024-09-17T14:00:00Z,"TSLA  241018P00205000",2024-09-25T14:00:00Z,Sell,7.25,2.54,4,1884,2.6,-340,1898,160,1,"	279,291" 
2024-09-18T14:00:00Z,"TSLA  241025P00205000",2024-09-23T14:00:00Z,Sell,8.35,5.75,5,1300,7.8,-12.5,1625,325,1,"	280,287" 
2024-09-19T14:00:00Z,"TSLA  241025P00205000",2024-09-23T14:00:00Z,Sell,7.9,5.75,2,430,1.3,-95,560,130,1,"	281,287" 
2024-09-20T14:00:00Z,"META  241025P00505000",2024-10-07T14:00:00Z,Sell,4.65,0.98,9,3303,18.2,0,3438,423,1,"	284,310" 
2024-09-23T14:00:00Z,"META  241025P00505000",2024-10-07T14:00:00Z,Sell,4.35,0.98,10,3370,6.5,-300,3520,470,1,"	288,310" 
2024-09-24T14:00:00Z,"META  241025P00510000",2024-10-09T14:00:00Z,Sell,4.2,0.97,9,2907,11.7,-90,3114,207,1,"	290,313" 
2024-09-25T14:00:00Z,"TSLA  241101P00230000",2024-09-26T14:00:00Z,Sell,10.3,9.8,22,1100,28.6,0,1320,220,1,"	292,293" 
2024-09-26T14:00:00Z,"TSLA  241101P00235000",2024-09-27T14:00:00Z,Sell,11.3,12.55,23,-2875,29.9,-2921,0,2921,0,"	294,295" 
2024-09-27T14:00:00Z,"TSLA  241101P00230000",2024-09-30T14:00:00Z,Sell,10.55,9.7,23,1955,29.9,0,2300,345,1,"	296,297" 
2024-09-30T14:00:00Z,"TSLA  241115P00235000",2024-09-30T14:00:00Z,Sell,13.25,13.4,23,-345,29.9,-345,0,345,0,"	298,299" 
2024-09-30T14:00:00Z,"TSLA  241115P00235000",2024-10-01T14:00:00Z,Sell,13.25,12.15,23,2530,29.9,0,2875,345,1,"	300,302" 
2024-09-30T14:00:00Z,"TSLA  241101P00235000",2024-10-01T14:00:00Z,Sell,11.15,9.95,13,1560,16.9,0,1722.5,162.5,1,"	301,303" 
2024-10-01T14:00:00Z,"TSLA  241101P00235000",2024-10-02T14:00:00Z,Sell,9.7,10.75,23,-2415,29.9,-2415,0,2415,0,"	304,305" 
2024-10-02T14:00:00Z,"TSLA  241108P00235000",2024-10-24T14:00:00Z,Sell,11.4,26.55,12,-18180,22.75,-18180,0,18180,0,"	307,327" 
2024-10-02T14:00:00Z,"TSLA  241108P00235000",2024-10-30T14:00:00Z,Sell,11.4,2.29,11,10021,7.15,-16665,10208,16665,1,"	307,330" 
2024-10-03T14:00:00Z,"GOOGL 241108P00150000",2024-11-09T05:00:00Z,Sell,1.42,0,17,2414,11.05,-1190,2414,1377,1,"	308,346" 
2024-10-04T14:00:00Z,"GOOGL 241108P00150000",2024-11-09T05:00:00Z,Sell,1.33,0,6,798,3.9,-474,798,486,1,"	309,346" 
2024-10-07T14:00:00Z,"META  241122P00535000",2024-11-08T15:00:00Z,Sell,11.2,0.82,19,19722,24.7,-10260,19760,10545,1,"	311,344" 
2024-10-09T14:00:00Z,"NVDA  241115P00120000",2024-11-06T15:00:00Z,Sell,3.15,0.35,11,3080,16.9,0,3085.5,1633.5,1,"	314,338" 
