Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2024-04-03T14:00:00Z,"GOOGL 240510P00138000",2024-04-29T14:00:00Z,Sell,1.08,0.05,6,618,6.4,-453,624,579,1,"	97,126" 
2024-04-04T14:00:00Z,"GOOGL 240510P00138000",2024-04-29T14:00:00Z,Sell,0.87,0.05,4,328,2.6,-386,332,386,1,"	98,126" 
2024-04-08T14:00:00Z,"GOOGL 240510P00136000",2024-04-29T14:00:00Z,Sell,0.98,0.09,9,801,8.1,0,832.5,396,1,"	100,124" 
2024-04-09T14:00:00Z,"META  240510P00470000",2024-05-11T04:00:00Z,Sell,9.4,0,1,940,1,-3092.5,940,3272.5,1,"	101,141" 
2024-04-10T14:00:00Z,"META  240517P00465000",2024-05-18T04:00:00Z,Sell,9.25,0,1,925,1,-2735,925,2902,1,"	102,149" 
2024-04-11T14:00:00Z,"META  240517P00470000",2024-04-22T14:00:00Z,Sell,9.8,22.05,1,-1225,2.95,-1225,110,1335,0,"	103,116" 
2024-04-12T14:00:00Z,"META  240517P00470000",2024-04-22T14:00:00Z,Sell,8.7,22.05,2,-2670,1.3,-2670,0,2670,0,"	104,116" 
2024-04-17T14:00:00Z,"GOOGL 240524P00140000",2024-04-29T14:00:00Z,Sell,1.75,0.25,2,300,15.6,-49,316,127,1,"	108,125" 
2024-04-19T20:00:00Z,"NVDA",2024-04-22T14:00:00Z,Buy,830,762,200,-13600,1,-13600,0,13600,0,"	112,115" 
2024-04-23T14:00:00Z,"GOOGL 240524P00140000",2024-04-29T14:00:00Z,Sell,1.41,0.25,20,2320,13,-1170,2480,1270,1,"	118,125" 
2024-04-24T14:00:00Z,"GOOGL 240531P00140000",2024-04-29T14:00:00Z,Sell,1.24,0.27,21,2037,27.3,-840,2142,1029,1,"	119,123" 
2024-04-25T14:00:00Z,"GOOGL 240531P00145000",2024-05-07T14:00:00Z,Sell,1.63,0.28,13,1755,16.9,-1118,1794,1118,1,"	120,136" 
2024-04-29T14:00:00Z,"TSLA  240531P00155000",2024-05-15T14:00:00Z,Sell,3.75,0.56,32,10208,41.6,0,10272,2880,1,"	127,144" 
2024-04-30T14:00:00Z,"TSLA  240531P00175000",2024-06-01T04:00:00Z,Sell,4.25,0,22,9350,14.3,-12210,9350,12540,1,"	128,167" 
2024-05-01T14:00:00Z,"TSLA  240607P00165000",2024-06-08T04:00:00Z,Sell,3.75,0,5,1875,3.25,-862.5,1875,1507.5,1,"	129,170" 
2024-05-02T14:00:00Z,"GOOGL 240607P00150000",2024-05-16T14:00:00Z,Sell,0.97,0.16,9,729,38.35,0,747,90,1,"	130,146" 
2024-05-03T14:00:00Z,"GOOGL 240607P00150000",2024-05-16T14:00:00Z,Sell,0.86,0.16,10,700,6.5,-110,720,100,1,"	131,146" 
2024-05-06T14:00:00Z,"GOOGL 240607P00150000",2024-05-16T14:00:00Z,Sell,0.75,0.16,31,1829,20.15,-682,1891,310,1,"	135,146" 
2024-05-07T14:00:00Z,"NVDA  240607P00835000",2024-05-24T14:00:00Z,Sell,26,0.72,5,12640,6.5,-3962.5,12660,3962.5,1,"	137,156" 
2024-05-08T14:00:00Z,"NVDA  240614P00825000",2024-05-24T14:00:00Z,Sell,29.75,1.19,2,5712,2.6,-1304,5723,1304,1,"	138,160" 
2024-05-09T14:00:00Z,"NVDA  240614P00820000",2024-05-24T14:00:00Z,Sell,27.85,1.14,1,2671,2,-612,2679,612,1,"	139,161" 
2024-05-10T14:00:00Z,"NVDA  240614P00805000",2024-05-24T14:00:00Z,Sell,26.65,0.97,1,2568,2,0,2572.5,345,1,"	140,158" 
2024-05-13T14:00:00Z,"NVDA  240614P00815000",2024-05-24T14:00:00Z,Sell,24.4,1.08,1,2332,2,0,2340,407.5,1,"	142,155" 
2024-05-14T14:00:00Z,"TSLA  240621P00156670",2024-06-22T04:00:00Z,Sell,3.3,0,6,1980,3.9,0,1980,756,1,"	143,180" 
2024-05-15T14:00:00Z,"TSLA  240621P00160000",2024-06-22T04:00:00Z,Sell,2.89,0,19,5491,12.35,-1064,5491,3249,1,"	145,181" 
2024-05-16T14:00:00Z,"TSLA  240621P00156670",2024-06-22T04:00:00Z,Sell,2.66,0,26,6916,16.9,-1664,6916,3276,1,"	147,180" 
2024-05-17T14:00:00Z,"NVDA  240621P00855000",2024-05-24T14:00:00Z,Sell,24.1,2.4,3,6510,3.9,-1687.5,6526.5,1687.5,1,"	148,154" 
2024-05-20T14:00:00Z,"NVDA  240621P00835000",2024-05-24T14:00:00Z,Sell,23.2,1.82,2,4276,2.6,0,4286,361,1,"	150,159" 
2024-05-21T14:00:00Z,"NVDA  240621P00860000",2024-05-24T14:00:00Z,Sell,21.95,2.59,2,3872,2.6,0,3883,400,1,"	151,157" 
2024-05-22T14:00:00Z,"TSLA  240628P00170000",2024-06-18T14:00:00Z,Sell,2.7,0.93,20,3540,26,-9700,3580,9700,1,"	152,175" 
2024-05-23T14:00:00Z,"TSLA  240628P00165000",2024-06-18T14:00:00Z,Sell,3.3,0.57,7,1911,9.1,-1470,1925,1596,1,"	153,174" 
2024-05-24T14:00:00Z,"TSLA  240628P00160000",2024-06-25T14:00:00Z,Sell,3.75,0.1,22,8030,25.3,0,8052,3652,1,"	162,184" 
2024-05-28T14:00:00Z,"META  240628P00435000",2024-06-12T14:00:00Z,Sell,2.25,0.35,10,1900,13,-2000,1920,2125,1,"	163,173" 
2024-05-29T14:00:00Z,"META  240705P00435000",2024-06-11T14:00:00Z,Sell,2.25,0.69,5,780,6.5,-2145,800,2145,1,"	164,171" 
2024-05-30T14:00:00Z,"META  240705P00430000",2024-06-12T14:00:00Z,Sell,2.44,0.47,3,591,3.9,-588,601.5,588,1,"	165,172" 
2024-05-31T14:00:00Z,"TSLA  240705P00160000",2024-06-26T14:00:00Z,Sell,3.05,0.18,9,2583,30.55,-1746,2592,2034,1,"	166,186" 
2024-06-03T14:00:00Z,"TSLA  240705P00160000",2024-06-26T14:00:00Z,Sell,3.05,0.18,17,4879,11.05,-3298,4896,3842,1,"	168,186" 
2024-06-04T14:00:00Z,"TSLA  240705P00160000",2024-06-26T14:00:00Z,Sell,3.25,0.18,12,3684,7.8,-2088,3696,2712,1,"	169,186" 
2024-06-18T14:00:00Z,"TSLA  240719P00170000",2024-06-20T14:00:00Z,Sell,3.55,4,47,-2115,61.1,-2115,0,2115,0,"	176,177" 
2024-06-20T14:00:00Z,"TSLA  240726P00170000",2024-06-24T14:00:00Z,Sell,5.35,5.65,47,-1410,61.1,-3525,0,3525,0,"	178,182" 
2024-06-21T14:00:00Z,"AAPL  240726P00190000",2024-07-10T14:00:00Z,Sell,0.55,0.08,24,1128,27.6,-216,1140,216,1,"	179,199" 
2024-06-24T14:00:00Z,"AAPL  240726P00185000",2024-07-09T14:00:00Z,Sell,0.36,0.06,46,1380,51.4,0,1426,184,1,"	183,197" 
2024-06-25T14:00:00Z,"AAPL  240726P00185000",2024-07-09T14:00:00Z,Sell,0.29,0.06,40,920,26,-280,960,160,1,"	185,197" 
2024-06-26T14:00:00Z,"AAPL  240802P00185000",2024-07-09T14:00:00Z,Sell,0.53,0.16,39,1443,44.85,0,1599,351,1,"	187,196" 
2024-06-27T14:00:00Z,"TSLA  240802P00180000",2024-07-05T14:00:00Z,Sell,5.2,0.88,31,13392,61.75,-155,13640,248,1,"	188,193" 
2024-06-28T14:00:00Z,"TSLA  240802P00180000",2024-07-05T14:00:00Z,Sell,5.1,0.88,20,8440,13,-300,8600,160,1,"	189,193" 
2024-07-01T14:00:00Z,"TSLA  240802P00180000",2024-07-05T14:00:00Z,Sell,4.7,0.88,13,4966,8.45,-715,5070,104,1,"	190,193" 
2024-07-02T14:00:00Z,"NVDA  240802P00114000",2024-07-30T20:00:00Z,Sell,2.5,0,25,6250,16.25,-21250,6250,26050,0,"	191,222" 
2024-07-03T14:00:00Z,"NVDA  240809P00112000",2024-08-05T20:00:00Z,Sell,2.61,0,20,5220,13,-19680,5220,23520,0,"	192,232" 
2024-07-05T14:00:00Z,"NVDA  240809P00117000",2024-07-18T14:00:00Z,Sell,2.72,5.75,44,-13332,57.2,-13332,6600,19932,0,"	194,208" 
2024-07-08T14:00:00Z,"AAPL  240809P00205000",2024-07-25T14:00:00Z,Sell,0.89,1.62,13,-949,42.9,-1053,689,1742,0,"	195,218" 
2024-07-09T14:00:00Z,"AAPL  240809P00205000",2024-07-25T14:00:00Z,Sell,0.71,1.62,40,-3640,26,-3960,1400,5360,0,"	198,218" 
2024-07-10T14:00:00Z,"AAPL  240816P00205000",2024-08-06T14:00:00Z,Sell,0.8,4.75,37,-14615,48.1,-14615,1184,15799,0,"	200,235" 
2024-07-11T14:00:00Z,"NVDA  240816P00122000",2024-07-18T14:00:00Z,Sell,2.73,9.1,52,-33124,67.6,-33124,0,33124,0,"	201,207" 
2024-07-12T14:00:00Z,"NVDA  240823P00116000",2024-08-24T04:00:00Z,Sell,4.95,0,10,4950,6.5,-13200,4950,15170,1,"	202,255" 
2024-07-15T14:00:00Z,"NVDA  240816P00117500",2024-07-25T14:00:00Z,Sell,3,7.75,22,-10450,28.6,-10450,231,10681,0,"	203,214" 
2024-07-16T14:00:00Z,"TSLA  240816P00230000",2024-07-25T14:00:00Z,Sell,8.5,19.55,6,-6630,7.8,-6630,954,7584,0,"	204,215" 
2024-07-17T14:00:00Z,"TSLA  240830P00230000",2024-08-26T20:00:00Z,Sell,8.5,0,1,850,1,-3077.5,850,3077.5,0,"	205,257" 
2024-07-19T14:00:00Z,"TSLA  240823P00225000",2024-07-25T14:00:00Z,Sell,7.75,17.3,6,-5730,7.8,-5730,510,6240,0,"	209,217" 
2024-07-23T14:00:00Z,"NVDA  240823P00112000",2024-07-25T14:00:00Z,Sell,2.39,5.65,18,-5868,23.4,-5886,0,5886,0,"	211,216" 
2024-07-24T14:00:00Z,"NVDA  240830P00111000",2024-08-31T04:00:00Z,Sell,4.45,0,10,4450,6.5,-11950,4450,11950,1,"	212,267" 
2024-07-26T14:00:00Z,"TSLA  240830P00200000",2024-08-05T14:00:00Z,Sell,5.2,9.45,15,-6375,22.75,-6375,4357.5,10732.5,0,"	219,231" 
2024-07-29T14:00:00Z,"TSLA  240830P00200000",2024-08-05T14:00:00Z,Sell,4.7,9.45,5,-2375,7.8,-2375,1202.5,3577.5,0,"	220,231" 
2024-07-29T14:00:00Z,"TSLA  240830P00200000",2024-08-31T04:00:00Z,Sell,4.7,0,7,3290,0,-7616,3290,9299.5,1,"	220,268" 
2024-07-30T14:00:00Z,"TSLA  240830P00210000",2024-08-31T04:00:00Z,Sell,4.6,0,9,4140,5.85,-15705,4140,16200,1,"	221,269" 
2024-07-30T20:00:00Z,"NVDA",2024-07-31T14:00:00Z,Buy,114,103.73,1434,-14727.18,7.17,-14727.18,0,14727.18,0,"	222,225" 
2024-07-30T20:00:00Z,"NVDA",2024-08-06T14:00:00Z,Buy,114,100.45,1066,-14444.3,15.33,-14444.3,3219.32,17663.62,0,"	222,234" 
2024-08-01T14:00:00Z,"META  240906P00430000",2024-08-16T14:00:00Z,Sell,8.15,0.55,6,4560,7.8,-1500,4626,4560,1,"	226,247" 
2024-08-05T20:00:00Z,"NVDA",2024-08-06T14:00:00Z,Buy,112,100.45,2000,-23100,0,-23100,10040,23100,0,"	232,234" 
2024-08-07T14:00:00Z,"META  240913P00450000",2024-08-15T14:00:00Z,Sell,8.5,1.77,9,6057,11.7,-1552.5,6147,1552.5,1,"	236,244" 
2024-08-08T14:00:00Z,"META  240913P00445000",2024-08-13T14:00:00Z,Sell,7.9,2.98,4,1968,5.2,0,2066,98,1,"	237,240" 
2024-08-09T14:00:00Z,"META  240913P00465000",2024-08-15T14:00:00Z,Sell,7,2.53,6,2682,7.8,0,2748,66,1,"	238,245" 
2024-08-12T14:00:00Z,"META  240913P00470000",2024-08-14T14:00:00Z,Sell,5.85,3.25,5,1300,9.75,0,1350,50,1,"	239,242" 
2024-08-13T14:00:00Z,"META  240913P00470000",2024-08-14T14:00:00Z,Sell,5.25,3.25,5,1000,3.25,-300,1050,50,1,"	241,242" 
2024-08-14T14:00:00Z,"NVDA  240920P00105000",2024-09-21T04:00:00Z,Sell,4.5,0,42,18900,27.3,-5376,18900,20685,1,"	243,291" 
2024-08-15T14:00:00Z,"NVDA  240920P00107000",2024-09-09T14:00:00Z,Sell,4.35,7.8,35,-12075,51.35,-12075,11095,23170,0,"	246,278" 
2024-08-15T14:00:00Z,"NVDA  240920P00107000",2024-09-21T04:00:00Z,Sell,4.35,0,9,3915,0,-3105,3915,5958,1,"	246,292" 
2024-08-16T14:00:00Z,"NVDA  240920P00112000",2024-09-04T14:00:00Z,Sell,4.2,7.5,26,-8580,47.45,-8580,5200,13780,0,"	248,273" 
2024-08-16T14:00:00Z,"NVDA  240920P00112000",2024-09-09T14:00:00Z,Sell,4.2,12.2,21,-16800,13.65,-16800,4200,21000,0,"	248,277" 
2024-08-19T14:00:00Z,"NVDA  240920P00113000",2024-09-03T14:00:00Z,Sell,4.15,2.65,34,5100,44.2,-3400,5610,7531,1,"	249,270" 
2024-08-20T14:00:00Z,"NVDA  240920P00118000",2024-08-23T14:00:00Z,Sell,4.2,7.05,26,-7410,39.65,-7540,0,7540,0,"	250,254" 
2024-08-20T14:00:00Z,"NVDA  240920P00118000",2024-08-30T14:00:00Z,Sell,4.2,6,9,-1620,5.85,-2610,0,2610,0,"	250,266" 
2024-08-21T14:00:00Z,"META  240927P00475000",2024-09-17T14:00:00Z,Sell,3.7,0.7,3,900,3.9,-877.5,909,1168.5,1,"	251,284" 
2024-08-22T14:00:00Z,"META  240927P00485000",2024-09-18T14:00:00Z,Sell,4.25,0.79,3,1038,3.9,-1545,1047,1672.5,1,"	252,286" 
2024-08-26T14:00:00Z,"NVDA  240927P00117000",2024-08-30T14:00:00Z,Sell,4.8,6.3,23,-3450,29.9,-4887.5,0,4887.5,0,"	256,263" 
2024-08-26T20:00:00Z,"TSLA",2024-08-30T14:00:00Z,Buy,230,206.28,100,-2372,1,-2425,0,2425,0,"	257,265" 
2024-08-27T14:00:00Z,"TSLA  240927C00230000",2024-08-30T14:00:00Z,Sell,6.15,3.5,1,265,2,0,272,7,1,"	258,264" 
2024-08-27T14:00:00Z,"NVDA  240927P00114000",2024-09-28T04:00:00Z,Sell,4.85,0,4,1940,2.6,-3180,1940,3880,1,"	259,302" 
2024-08-28T14:00:00Z,"NVDA  241004P00116000",2024-10-05T04:00:00Z,Sell,4.9,0,6,2940,3.9,-5985,2940,5985,1,"	260,317" 
2024-09-03T14:00:00Z,"AMZN  241004P00160000",2024-09-20T14:00:00Z,Sell,0.7,0.12,31,1798,40.3,-4309,1829,4309,1,"	271,289" 
2024-09-06T14:00:00Z,"TSLA  241011P00210000",2024-10-12T04:00:00Z,Sell,8,0,1,800,1,-700,800,700,1,"	275,322" 
2024-09-10T14:00:00Z,"TSLA  241011P00195000",2024-10-12T04:00:00Z,Sell,6.55,0,14,9170,9.1,0,9170,175,1,"	279,321" 
2024-09-11T14:00:00Z,"TSLA  241018P00205000",2024-10-02T14:00:00Z,Sell,8.6,1.59,13,9113,31.85,0,9145.5,520,1,"	280,313" 
2024-09-12T14:00:00Z,"TSLA  241018P00205000",2024-10-02T14:00:00Z,Sell,8.1,1.59,18,11718,11.7,-900,11763,720,1,"	281,313" 
2024-09-13T14:00:00Z,"TSLA  241018P00210000",2024-09-27T14:00:00Z,Sell,8.85,3.2,15,8475,26,-112.5,9045,750,1,"	282,300" 
2024-09-16T14:00:00Z,"TSLA  241018P00210000",2024-09-27T14:00:00Z,Sell,8.5,3.2,10,5300,6.5,-425,5680,500,1,"	283,300" 
2024-09-17T14:00:00Z,"TSLA  241018P00205000",2024-10-02T14:00:00Z,Sell,7.25,1.59,5,2830,3.25,-675,2842.5,200,1,"	285,313" 
2024-09-18T14:00:00Z,"TSLA  241025P00205000",2024-09-25T14:00:00Z,Sell,8.35,3.75,6,2760,9.1,-15,2835,300,1,"	287,296" 
2024-09-19T14:00:00Z,"TSLA  241025P00205000",2024-09-25T14:00:00Z,Sell,7.9,3.75,2,830,1.3,-95,855,100,1,"	288,296" 
2024-09-20T14:00:00Z,"TSLA  241025P00220000",2024-10-01T14:00:00Z,Sell,8.7,5.05,19,6935,24.7,-2327.5,7106,2327.5,1,"	290,309" 
2024-09-23T14:00:00Z,"TSLA  241025P00215000",2024-09-24T14:00:00Z,Sell,8.15,6.1,16,3280,20.8,0,3440,160,1,"	293,294" 
2024-09-24T14:00:00Z,"TSLA  241025P00225000",2024-10-02T14:00:00Z,Sell,8.6,6.65,20,3900,26,0,5000,1840,1,"	295,312" 
2024-09-25T14:00:00Z,"TSLA  241101P00230000",2024-09-26T14:00:00Z,Sell,10.3,9.8,17,850,22.1,0,1020,170,1,"	297,298" 
2024-09-26T14:00:00Z,"TSLA  241101P00235000",2024-09-30T14:00:00Z,Sell,11.3,11.35,18,-90,23.4,-2286,90,2286,0,"	299,305" 
2024-09-27T14:00:00Z,"TSLA  241101P00230000",2024-09-30T14:00:00Z,Sell,10.55,9.7,15,1275,19.5,0,1500,225,1,"	301,303" 
2024-09-30T14:00:00Z,"TSLA  241101P00235000",2024-10-01T14:00:00Z,Sell,11.15,9.95,11,1320,14.3,0,1457.5,137.5,1,"	307,308" 
2024-09-30T14:00:00Z,"TSLA  241115P00235000",2024-10-02T14:00:00Z,Sell,13.25,13.1,15,225,31.2,0,1875,1650,1,"	304,311" 
2024-09-30T14:00:00Z,"TSLA  241115P00235000",2024-10-02T14:00:00Z,Sell,13.25,13.1,18,270,11.7,0,2250,1980,1,"	306,311" 
2024-10-01T14:00:00Z,"NVDA  241101P00110000",2024-10-22T14:00:00Z,Sell,2.12,0.12,42,8400,54.6,-6111,8442,6111,1,"	310,336" 
2024-10-02T14:00:00Z,"NVDA  241108P00106000",2024-10-15T14:00:00Z,Sell,2.63,0.42,80,17680,104,-1040,18320,1040,1,"	314,327" 
2024-10-03T14:00:00Z,"NVDA  241108P00108000",2024-10-14T14:00:00Z,Sell,3.15,0.65,57,14250,74.1,0,14392.5,142.5,1,"	315,323" 
2024-10-04T14:00:00Z,"GOOGL 241108P00150000",2024-11-09T05:00:00Z,Sell,1.33,0,36,4788,23.4,-2844,4788,2916,1,"	316,362" 
